process,"process_name","parent_process_name",dest,firstTime,lastTime
"C:\Windows\system32\cmd.exe /c btool server list general --no-log","cmd.exe","splunk.exe","ar-win-dc.attackrange.local","2023-10-04T08:34:59","2023-10-04T08:35:04"
"C:\Windows\system32\cmd.exe /c btool server list kvstore --no-log","cmd.exe","splunk.exe","ar-win-2.attackrange.local","2023-10-04T08:34:36","2023-10-04T08:34:36"
"C:\Windows\system32\cmd.exe /c btool server list kvstore --no-log","cmd.exe","splunk.exe","ar-win-dc.attackrange.local","2023-10-04T08:34:59","2023-10-04T08:34:59"
"C:\Windows\system32\cmd.exe /c btool server list replication_port --no-log","cmd.exe","splunk.exe","ar-win-2.attackrange.local","2023-10-04T08:34:40","2023-10-04T08:34:40"
"C:\Windows\system32\cmd.exe /c btool server list replication_port --no-log","cmd.exe","splunk.exe","ar-win-dc.attackrange.local","2023-10-04T08:35:04","2023-10-04T08:35:04"
"C:\Windows\system32\cmd.exe /c btool server list sslConfig --no-log","cmd.exe","splunk.exe","ar-win-2.attackrange.local","2023-10-04T08:34:37","2023-10-04T08:34:37"
"C:\Windows\system32\cmd.exe /c btool server list sslConfig --no-log","cmd.exe","splunk.exe","ar-win-dc.attackrange.local","2023-10-04T08:35:00","2023-10-04T08:35:00"
"C:\Windows\system32\cmd.exe /c btool server list watchdog --no-log","cmd.exe","splunk.exe","ar-win-2.attackrange.local","2023-10-04T08:34:37","2023-10-04T08:34:37"
"C:\Windows\system32\cmd.exe /c btool server list watchdog --no-log","cmd.exe","splunk.exe","ar-win-dc.attackrange.local","2023-10-04T08:35:00","2023-10-04T08:35:00"
"C:\Windows\system32\cmd.exe /c btool web list settings --no-log","cmd.exe","splunk.exe","ar-win-2.attackrange.local","2023-10-04T08:34:36","2023-10-04T08:34:36"
"C:\Windows\system32\cmd.exe /c btool web list settings --no-log","cmd.exe","splunk.exe","ar-win-dc.attackrange.local","2023-10-04T08:34:58","2023-10-04T08:34:58"
"cmd  /c echo Hello, from CMD!","cmd.exe","cmd.exe","ar-win-2.attackrange.local","2023-10-04T09:38:38","2023-10-04T09:38:38"
"cmd  /c echo Hello, from CMD!","cmd.exe","cmd.exe","ar-win-dc.attackrange.local","2023-10-04T09:34:59","2023-10-04T09:34:59"
"cmd.exe  /c c:\windows\system32\calc.exe","cmd.exe","cmd.exe","ar-win-2.attackrange.local","2023-10-04T09:38:41","2023-10-04T09:38:41"
"cmd.exe  /c c:\windows\system32\calc.exe","cmd.exe","cmd.exe","ar-win-dc.attackrange.local","2023-10-04T09:35:03","2023-10-04T09:35:03"
"cmd.exe /c ""reg.exe save hklm\sam C:\Users\ADMINI~1\AppData\Local\Temp\bswdowwkvja""","cmd.exe","WinCreds.exe","ar-win-dc.attackrange.local","2023-10-04T09:22:28","2023-10-04T09:22:28"
"cmd.exe /c ""reg.exe save hklm\sam C:\Users\ADMINI~1\AppData\Local\Temp\cpkcnqsq""","cmd.exe","WinCreds.exe","ar-win-2.attackrange.local","2023-10-04T09:27:32","2023-10-04T09:27:32"
"cmd.exe /c ""reg.exe save hklm\security C:\Users\ADMINI~1\AppData\Local\Temp\onqyddyc""","cmd.exe","WinCreds.exe","ar-win-2.attackrange.local","2023-10-04T09:27:32","2023-10-04T09:27:32"
"cmd.exe /c ""reg.exe save hklm\security C:\Users\ADMINI~1\AppData\Local\Temp\slnzhjhadecd""","cmd.exe","WinCreds.exe","ar-win-dc.attackrange.local","2023-10-04T09:22:28","2023-10-04T09:22:28"
"cmd.exe /c ""reg.exe save hklm\system C:\Users\ADMINI~1\AppData\Local\Temp\nhvybvu""","cmd.exe","WinCreds.exe","ar-win-dc.attackrange.local","2023-10-04T09:22:28","2023-10-04T09:22:28"
"cmd.exe /c ""reg.exe save hklm\system C:\Users\ADMINI~1\AppData\Local\Temp\wzpkgricxjp""","cmd.exe","WinCreds.exe","ar-win-2.attackrange.local","2023-10-04T09:27:32","2023-10-04T09:27:32"
